Timestamp,total-bitcoins
12/10/2020 22:29,18515275
12/10/2020 22:51,18515293.75
12/10/2020 23:02,18515312.5
12/10/2020 23:41,18515331.25
13/10/2020 0:04,18515350
13/10/2020 1:02,18515368.75
13/10/2020 1:19,18515387.5
13/10/2020 1:46,18515406.25
13/10/2020 1:59,18515425
13/10/2020 2:12,18515443.75
13/10/2020 2:45,18515462.5
13/10/2020 2:56,18515481.25
13/10/2020 4:06,18515500
13/10/2020 4:25,18515525
13/10/2020 4:54,18515543.75
13/10/2020 5:35,18515562.5
13/10/2020 6:01,18515581.25
13/10/2020 7:07,18515600
13/10/2020 7:27,18515618.75
13/10/2020 7:48,18515637.5
13/10/2020 8:21,18515656.25
13/10/2020 8:52,18515675
13/10/2020 8:59,18515693.75
13/10/2020 9:33,18515712.5
13/10/2020 10:11,18515731.25
13/10/2020 10:32,18515750
13/10/2020 11:14,18515768.75
13/10/2020 11:27,18515787.5
13/10/2020 12:44,18515806.25
13/10/2020 12:55,18515825
13/10/2020 13:29,18515843.75
13/10/2020 13:46,18515862.5
13/10/2020 13:56,18515881.25
13/10/2020 14:01,18515900
13/10/2020 14:45,18515918.75
13/10/2020 15:13,18515937.5
13/10/2020 15:19,18515956.25
13/10/2020 16:12,18515975
13/10/2020 16:20,18515993.75
13/10/2020 16:29,18516012.5
13/10/2020 16:40,18516031.25
13/10/2020 17:17,18516050
13/10/2020 17:51,18516068.75
13/10/2020 18:43,18516087.5
13/10/2020 19:16,18516106.25
13/10/2020 19:27,18516125
13/10/2020 19:45,18516143.75
13/10/2020 20:00,18516162.5
13/10/2020 20:19,18516181.25
13/10/2020 20:24,18516200
13/10/2020 20:49,18516218.75
13/10/2020 21:15,18516237.5
13/10/2020 21:42,18516256.25
13/10/2020 22:05,18516275
13/10/2020 22:31,18516293.75
13/10/2020 22:45,18516312.5
13/10/2020 23:18,18516331.25
13/10/2020 23:30,18516350
14/10/2020 0:17,18516368.75
14/10/2020 0:42,18516387.5
14/10/2020 1:10,18516406.25
14/10/2020 1:31,18516425
14/10/2020 1:50,18516443.75
14/10/2020 2:01,18516462.5
14/10/2020 2:26,18516481.25
14/10/2020 2:47,18516500
14/10/2020 3:04,18516518.75
14/10/2020 3:42,18516537.5
14/10/2020 4:28,18516556.25
14/10/2020 4:41,18516575
14/10/2020 4:57,18516593.75
14/10/2020 5:32,18516612.5
14/10/2020 6:00,18516631.25
14/10/2020 6:03,18516650
14/10/2020 6:33,18516668.75
14/10/2020 7:12,18516687.5
14/10/2020 8:03,18516706.25
14/10/2020 9:06,18516725
14/10/2020 9:23,18516743.75
14/10/2020 9:50,18516762.5
14/10/2020 10:32,18516781.25
14/10/2020 10:48,18516800
14/10/2020 11:27,18516818.75
